Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
275314:o__UBA9983:order	1451	0.103	0	NA	29	0.0	53	0.2	34	0.1667	1	0.0	3	0.0	10	0.1429	68	0.1538	193	0.0682	47	0.1538	356	0.1099	68	0.0	26	0.2	64	0.2083	25	0.2857	97	0.1404	59	0.0	12	0.0	8	0.0	6	0.0	18	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	104	0.1739	0	NA	46	0.0	124	0.0333	"275314:o__UBA9983:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
496672:GB_GCA_021159805.1:subspecies	1449	0.074	0	NA	0	NA	0	NA	1	1.0	0	NA	0	NA	0	NA	0	NA	184	0.0462	538	0.0465	133	0.0488	90	0.12	374	0.1221	92	0.0556	35	0.1429	1	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"496672:GB_GCA_021159805.1:subspecies;496671:s__PWVB01 sp021159805:species;361077:g__PWVB01:genus;353114:f__SLSP01:family;324380:o__B4-G1:order;253498:c__Anaerolineae:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
496671:s__PWVB01 sp021159805:species	1449	0.074	0	NA	0	NA	0	NA	1	1.0	0	NA	0	NA	0	NA	0	NA	184	0.0462	538	0.0465	133	0.0488	90	0.12	374	0.1221	92	0.0556	35	0.1429	1	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"496671:s__PWVB01 sp021159805:species;361077:g__PWVB01:genus;353114:f__SLSP01:family;324380:o__B4-G1:order;253498:c__Anaerolineae:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
242499:f__Halomonadaceae:family	1445	0.036	8	0.0	13	0.0	10	0.0	16	0.0	6	0.0	26	0.0	28	0.0	28	0.0909	10	0.0	22	0.0909	11	0.0	585	0.0167	10	0.0	28	0.0909	14	0.0	11	0.25	6	0.3333	37	0.0	40	0.1818	32	0.2	58	0.0455	7	0.0	5	0.0	50	0.0674	55	0.0556	129	0.0038	25	0.0	3	0.0	6	0.0	35	0.0	131	0.06	"242499:f__Halomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
310190:g__Actinoplanes:genus	1439	0.037	3	0.0	42	0.0556	67	0.2941	134	0.1346	0	NA	7	0.0	19	0.0	27	0.0	47	0.0	235	0.0105	29	0.0	5	0.0	5	0.0	61	0.0556	188	0.0144	6	0.0	2	0.0	85	0.0	198	0.0	21	0.125	54	0.0	0	NA	0	NA	2	0.0	3	0.0	2	0.0	112	0.0	1	0.0	0	NA	7	0.2	77	0.0	"310190:g__Actinoplanes:genus;251103:f__Micromonosporaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476213:GB_GCA_013816105.1:subspecies	1439	0.078	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1370	0.0815	14	0.0	18	0.0	31	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	"476213:GB_GCA_013816105.1:subspecies;476212:s__JACDCJ01 sp013816105:species;429683:g__JACDCJ01:genus;338863:f__UBA4738:family;317887:o__UBA4738:order;317886:c__UBA4738:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476212:s__JACDCJ01 sp013816105:species	1439	0.078	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1370	0.0815	14	0.0	18	0.0	31	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	"476212:s__JACDCJ01 sp013816105:species;429683:g__JACDCJ01:genus;338863:f__UBA4738:family;317887:o__UBA4738:order;317886:c__UBA4738:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
293639:f__UBA1845:family	1434	0.077	0	NA	4	0.0	0	NA	7	0.0	0	NA	0	NA	2	0.0	2	0.0	12	0.0	7	0.0	6	0.0	5	1.0	8	0.0	10	0.0	5	0.0	6	0.0	4	0.0	390	0.087	586	0.0986	68	0.037	269	0.0404	0	NA	0	NA	1	0.0	0	NA	0	NA	7	0.0	2	0.0	0	NA	8	0.0	25	0.0	"293639:f__UBA1845:family;293638:o__UBA1845:order;267643:c__Phycisphaerae:class;260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
366255:g__Fen731:genus	1431	0.057	0	NA	0	NA	1	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	316	0.0513	576	0.0451	73	0.05	85	0.125	210	0.0204	121	0.1667	25	0.0	6	0.0	6	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	8	0.0	0	NA	0	NA	1	0.0	"366255:g__Fen731:genus;314935:f__Humimicrobiaceae:family;314934:o__Humimicrobiales:order;314933:c__Humimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
399173:GB_GCA_016934875.1:subspecies	1430	0.109	0	NA	0	NA	1	0.0	71	0.0625	0	NA	0	NA	0	NA	0	NA	606	0.0938	228	0.1429	120	0.1818	58	0.1429	89	0.0556	102	0.0455	25	0.25	61	0.1	29	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	40	0.25	0	NA	0	NA	0	NA	"399173:GB_GCA_016934875.1:subspecies;399172:s__JAFGSC01 sp016934875:species;399171:g__JAFGSC01:genus;341200:f__UBA6794:family;297872:o__SB-45:order;297871:c__JS1:class;297870:p__Atribacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
399172:s__JAFGSC01 sp016934875:species	1430	0.109	0	NA	0	NA	1	0.0	71	0.0625	0	NA	0	NA	0	NA	0	NA	606	0.0938	228	0.1429	120	0.1818	58	0.1429	89	0.0556	102	0.0455	25	0.25	61	0.1	29	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	40	0.25	0	NA	0	NA	0	NA	"399172:s__JAFGSC01 sp016934875:species;399171:g__JAFGSC01:genus;341200:f__UBA6794:family;297872:o__SB-45:order;297871:c__JS1:class;297870:p__Atribacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
399171:g__JAFGSC01:genus	1430	0.109	0	NA	0	NA	1	0.0	71	0.0625	0	NA	0	NA	0	NA	0	NA	606	0.0938	228	0.1429	120	0.1818	58	0.1429	89	0.0556	102	0.0455	25	0.25	61	0.1	29	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	40	0.25	0	NA	0	NA	0	NA	"399171:g__JAFGSC01:genus;341200:f__UBA6794:family;297872:o__SB-45:order;297871:c__JS1:class;297870:p__Atribacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
320718:o__C00003060:order	1429	0.124	0	NA	7	0.0	6	0.0	30	0.125	0	NA	0	NA	0	NA	0	NA	553	0.0843	152	0.1143	126	0.2105	103	0.1538	173	0.1163	94	0.0556	49	0.2727	39	0.25	59	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	34	0.5455	0	NA	0	NA	1	0.0	"320718:o__C00003060:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
336043:RS_GCF_013116745.1:subspecies	1428	0.014	2	0.0	9	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1383	0.012	1	0.0	0	NA	18	0.2	2	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	5	0.0	"336043:RS_GCF_013116745.1:subspecies;336041:s__Arthrobacter_D sp013116745:species;326109:g__Arthrobacter_D:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
336041:s__Arthrobacter_D sp013116745:species	1428	0.014	2	0.0	9	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1383	0.012	1	0.0	0	NA	18	0.2	2	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	5	0.0	"336041:s__Arthrobacter_D sp013116745:species;326109:g__Arthrobacter_D:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
282985:o__UBA5794:order	1427	0.073	2	0.0	4	0.0	7	0.0	44	0.2308	1	0.0	2	0.0	4	0.0	16	0.0	242	0.0813	88	0.0164	88	0.2	109	0.0882	30	0.3	112	0.1101	35	0.12	2	0.0	2	0.0	305	0.0554	104	0.0	46	0.0	118	0.0233	0	NA	0	NA	0	NA	0	NA	1	0.0	35	0.0	1	0.0	2	0.0	6	0.0	21	0.0	"282985:o__UBA5794:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
218300:g__Porphyromonas:genus	1422	0.014	35	0.0625	9	0.0	0	NA	3	0.0	8	0.0	33	0.0	179	0.0	391	0.0259	5	0.0	6	0.0	0	NA	3	0.0	7	0.0	23	0.0	2	0.0	15	0.0	25	0.0	0	NA	3	0.0	2	0.0	2	0.0	8	0.0	0	NA	46	0.0909	46	0.0	80	0.0	43	0.0	4	0.0	0	NA	3	0.0	441	0.007	"218300:g__Porphyromonas:genus;218299:f__Porphyromonadaceae:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
273020:o__2-02-FULL-40-12:order	1421	0.126	1	0.0	21	0.0	32	0.1667	28	0.0	1	0.0	0	NA	3	0.0	24	0.3	300	0.0429	76	0.1579	489	0.1532	53	0.1667	37	0.125	80	0.125	41	0.0909	42	0.0	15	1.0	24	0.0	21	0.1	4	0.0	13	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	57	0.2308	0	NA	11	0.0	48	0.1818	"273020:o__2-02-FULL-40-12:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
331830:GB_GCA_001830835.1:subspecies	1417	0.073	0	NA	4	0.0	4	0.5	50	0.0769	0	NA	0	NA	0	NA	0	NA	471	0.0278	124	0.1429	83	0.0476	54	0.0833	180	0.0682	107	0.2778	55	0.0	103	0.1212	142	0.0256	1	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	35	0.0	0	NA	0	NA	2	0.0	"331830:GB_GCA_001830835.1:subspecies;331829:s__JAHJXP01 sp001830835:species;329582:g__JAHJXP01:genus;307158:f__UBA5619:family;269314:o__Syntrophales:order;269313:c__Syntrophia:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
331829:s__JAHJXP01 sp001830835:species	1417	0.073	0	NA	4	0.0	4	0.5	50	0.0769	0	NA	0	NA	0	NA	0	NA	471	0.0278	124	0.1429	83	0.0476	54	0.0833	180	0.0682	107	0.2778	55	0.0	103	0.1212	142	0.0256	1	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	35	0.0	0	NA	0	NA	2	0.0	"331829:s__JAHJXP01 sp001830835:species;329582:g__JAHJXP01:genus;307158:f__UBA5619:family;269314:o__Syntrophales:order;269313:c__Syntrophia:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
363034:g__GCA-002840015:genus	1416	0.051	0	NA	0	NA	0	NA	1	1.0	0	NA	3	0.0	3	0.0	3	0.0	5	0.0	15	0.0	10	0.3333	3	0.0	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	5	0.0	455	0.044	899	0.0529	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	7	0.0	"363034:g__GCA-002840015:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
275776:f__4484-276:family	1409	0.112	1	0.0	6	0.0	1	0.0	4	0.0	0	NA	0	NA	3	0.0	5	0.0	315	0.0423	358	0.1505	166	0.1562	66	0.1333	106	0.08	229	0.0909	98	0.2778	6	0.0	2	0.0	2	0.0	4	0.0	6	0.0	13	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	2	0.0	13	0.0	"275776:f__4484-276:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
438532:RS_GCF_009930795.1:subspecies	1409	0.048	0	NA	2	0.0	29	0.1818	113	0.2222	0	NA	0	NA	2	0.0	9	0.0	6	0.0	447	0.0237	1	0.0	1	0.0	0	NA	722	0.0374	3	0.0	0	NA	0	NA	16	0.0	2	0.0	6	0.0	35	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	4	0.0	10	0.0	"438532:RS_GCF_009930795.1:subspecies;438531:s__Marisediminicola antarctica:species;437715:g__Marisediminicola:genus;219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
438531:s__Marisediminicola antarctica:species	1409	0.048	0	NA	2	0.0	29	0.1818	113	0.2222	0	NA	0	NA	2	0.0	9	0.0	6	0.0	447	0.0237	1	0.0	1	0.0	0	NA	722	0.0374	3	0.0	0	NA	0	NA	16	0.0	2	0.0	6	0.0	35	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	4	0.0	10	0.0	"438531:s__Marisediminicola antarctica:species;437715:g__Marisediminicola:genus;219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
298524:f__VMTK01:family	1408	0.124	0	NA	6	0.0	13	0.0	10	0.0	0	NA	0	NA	0	NA	3	0.0	328	0.0149	87	0.125	341	0.2471	163	0.0333	41	0.3333	72	0.0	41	0.1	153	0.2105	96	0.0606	0	NA	2	0.0	1	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	38	0.3571	0	NA	1	0.0	10	0.0	"298524:f__VMTK01:family;271907:o__BM507:order;258273:c__ABY1:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
367101:GB_GCA_003155275.1:subspecies	1408	0.057	0	NA	0	NA	1	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	314	0.0513	569	0.0462	72	0.05	84	0.125	206	0.0208	120	0.1667	25	0.0	2	0.0	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	7	0.0	0	NA	0	NA	0	NA	"367101:GB_GCA_003155275.1:subspecies;367100:s__Fen731 sp003155275:species;366255:g__Fen731:genus;314935:f__Humimicrobiaceae:family;314934:o__Humimicrobiales:order;314933:c__Humimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
367100:s__Fen731 sp003155275:species	1408	0.057	0	NA	0	NA	1	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	314	0.0513	569	0.0462	72	0.05	84	0.125	206	0.0208	120	0.1667	25	0.0	2	0.0	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	7	0.0	0	NA	0	NA	0	NA	"367100:s__Fen731 sp003155275:species;366255:g__Fen731:genus;314935:f__Humimicrobiaceae:family;314934:o__Humimicrobiales:order;314933:c__Humimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
419115:GB_GCA_902806375.1:subspecies	1406	0.012	0	NA	1	0.0	0	NA	7	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	103	0.0227	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	241	0.025	18	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1031	0.0081	0	NA	0	NA	0	NA	1	0.0	"419115:GB_GCA_902806375.1:subspecies;419114:s__CADCWK01 sp902806375:species;419113:g__CADCWK01:genus;314151:f__UBA6265:family;304803:o__Thermomicrobiales:order;281660:c__Chloroflexia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
419114:s__CADCWK01 sp902806375:species	1406	0.012	0	NA	1	0.0	0	NA	7	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	103	0.0227	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	241	0.025	18	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1031	0.0081	0	NA	0	NA	0	NA	1	0.0	"419114:s__CADCWK01 sp902806375:species;419113:g__CADCWK01:genus;314151:f__UBA6265:family;304803:o__Thermomicrobiales:order;281660:c__Chloroflexia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
419113:g__CADCWK01:genus	1406	0.012	0	NA	1	0.0	0	NA	7	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	103	0.0227	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	241	0.025	18	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1031	0.0081	0	NA	0	NA	0	NA	1	0.0	"419113:g__CADCWK01:genus;314151:f__UBA6265:family;304803:o__Thermomicrobiales:order;281660:c__Chloroflexia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
351383:g__Pelomonas:genus	1405	0.023	37	0.1	31	0.0	2	0.0	3	0.0	2	0.0	19	0.0	20	0.0	55	0.0476	4	0.0	14	0.0	1	0.0	5	0.0	11	0.0	33	0.0	66	0.0	28	0.125	4	0.0	11	0.0	8	0.0	19	0.1111	35	0.1111	37	0.0	0	NA	28	0.0	90	0.0	50	0.0	7	0.0	1	0.0	1	0.0	127	0.0	656	0.025	"351383:g__Pelomonas:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
346163:g__39-52-133:genus	1404	0.086	1	0.0	0	NA	0	NA	0	NA	0	NA	1	1.0	0	NA	4	0.0	5	0.0	13	0.0	1	0.0	2	0.0	0	NA	1	0.0	1	0.0	1	0.0	0	NA	75	0.1923	100	0.1111	1	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	153	0.0	1037	0.0906	"346163:g__39-52-133:genus;228072:f__Gallionellaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
233596:f__Thermaceae:family	1401	0.007	12	0.0	3	0.0	3	0.0	11	0.0	4	0.0	16	0.0	8	0.0	23	0.0	0	NA	6	0.0	3	0.0	2	0.0	287	0.0106	23	0.0	12	0.0	8	0.0	5	0.0	4	0.0	6	0.0	3	0.0	6	0.0	16	0.0	0	NA	128	0.0	257	0.0196	507	0.0029	13	0.0	2	0.0	7	0.0	15	0.0	11	0.0	"233596:f__Thermaceae:family;233595:o__Deinococcales:order;233594:c__Deinococci:class;233593:p__Deinococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
284801:g__Pauljensenia:genus	1398	0.01	26	0.0	12	0.0	3	0.0	9	0.2	3	0.0	26	0.0	147	0.0213	370	0.0154	7	0.0	10	0.0	1	0.0	5	0.0	11	0.0	18	0.0	10	0.0	50	0.0	8	0.0	4	0.0	9	0.0	3	0.0	5	0.0	6	0.0	0	NA	22	0.0	27	0.0	43	0.0	54	0.0526	3	0.0	1	0.0	1	0.0	504	0.0	"284801:g__Pauljensenia:genus;239098:f__Actinomycetaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
147452:g__Burkholderia:genus	1398	0.011	19	0.0	3	0.0	3	0.0	4	0.0	13	0.0	21	0.0	24	0.0	17	0.0	7	0.0	14	0.0909	8	0.0	7	0.0	29	0.1	22	0.0	31	0.0	9	0.0	5	0.0	12	0.25	11	0.0	11	0.0	30	0.0	1	0.0	2	0.0	213	0.0	360	0.0002	424	0.0125	22	0.0	5	0.0	2	0.0	12	0.0	57	0.0482	"147452:g__Burkholderia:genus;147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
413528:GB_GCA_020052975.1:subspecies	1395	0.129	0	NA	1	0.0	2	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	55	0.0	42	0.125	46	0.0909	10	0.0	38	0.1111	21	0.4	7	0.0	223	0.1064	156	0.087	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	785	0.1534	0	NA	0	NA	0	NA	"413528:GB_GCA_020052975.1:subspecies;413527:s__RPRI01 sp020052975:species;397279:g__RPRI01:genus;397278:f__RPRI01:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
413527:s__RPRI01 sp020052975:species	1395	0.129	0	NA	1	0.0	2	0.0	8	0.0	0	NA	0	NA	0	NA	0	NA	55	0.0	42	0.125	46	0.0909	10	0.0	38	0.1111	21	0.4	7	0.0	223	0.1064	156	0.087	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	785	0.1534	0	NA	0	NA	0	NA	"413527:s__RPRI01 sp020052975:species;397279:g__RPRI01:genus;397278:f__RPRI01:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
267921:o__Brocadiales:order	1393	0.143	3	0.0	42	0.1	21	0.5	34	0.0	1	1.0	1	0.0	1	0.0	3	0.0	102	0.0357	56	0.1	64	0.2	105	0.1509	50	0.1667	37	0.1667	15	0.2	260	0.1	230	0.0492	6	0.0	7	0.3333	18	0.0	25	0.3333	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	249	0.2766	0	NA	8	0.0	53	0.2	"267921:o__Brocadiales:order;267920:c__Brocadiia:class;260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
11773:GB_GCA_018900975.1:subspecies	1392	0.116	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	10	0.0	10	0.0	65	0.15	4	0.0	14	0.2857	21	0.0	6	0.0	571	0.1701	612	0.0649	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	77	0.1333	0	NA	0	NA	0	NA	"11773:GB_GCA_018900975.1:subspecies;11772:s__Methanoperedens sp018900975:species;2470:g__Methanoperedens:genus;2469:f__Methanoperedenaceae:family;5:o__Methanosarcinales:order;4:c__Methanosarcinia:class;3:p__Halobacteriota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
11772:s__Methanoperedens sp018900975:species	1392	0.116	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	10	0.0	10	0.0	65	0.15	4	0.0	14	0.2857	21	0.0	6	0.0	571	0.1701	612	0.0649	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	77	0.1333	0	NA	0	NA	0	NA	"11772:s__Methanoperedens sp018900975:species;2470:g__Methanoperedens:genus;2469:f__Methanoperedenaceae:family;5:o__Methanosarcinales:order;4:c__Methanosarcinia:class;3:p__Halobacteriota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
246209:f__RAAP-2:family	1389	0.029	5	0.0	16	0.0	28	0.2222	84	0.0	0	NA	3	0.0	7	0.0	27	0.0	31	0.0	199	0.0462	4	0.0	4	0.0	6	0.0	49	0.0	104	0.0392	5	0.0	3	0.0	75	0.0569	194	0.0294	108	0.0	237	0.0158	0	NA	0	NA	0	NA	0	NA	2	0.0	76	0.0328	4	0.0	0	NA	24	0.0	94	0.0541	"246209:f__RAAP-2:family;246208:o__Acidimicrobiales:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
416323:g__Antrihabitans:genus	1385	0.018	0	NA	2	0.0	1	0.0	0	NA	1	0.0	3	0.0	1	0.0	12	0.2	0	NA	4	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	1	0.0	5	0.0	0	NA	106	0.0	862	0.0177	383	0.0189	1	0.0	0	NA	0	NA	0	NA	1	0.0	"416323:g__Antrihabitans:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
