Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
438505:f__JABMRG01:family	64	0.047	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	53	0.0	1	0.0	3	1.0	4	0.0	1	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"438505:f__JABMRG01:family;420255:o__JABMRG01:order;284416:c__Koll11:class;284415:p__Omnitrophota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
422263:GB_GCA_016218565.1:subspecies	64	0.159	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	51	0.2	0	NA	1	0.0	1	0.0	0	NA	2	0.0	0	NA	5	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"422263:GB_GCA_016218565.1:subspecies;422262:s__UBA6262 sp016218565:species;422261:g__UBA6262:genus;389629:f__UBA6262:family;389628:o__UBA6262:order;334102:c__UBA6262:class;334101:p__UBA6262:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
422262:s__UBA6262 sp016218565:species	64	0.159	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	51	0.2	0	NA	1	0.0	1	0.0	0	NA	2	0.0	0	NA	5	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"422262:s__UBA6262 sp016218565:species;422261:g__UBA6262:genus;389629:f__UBA6262:family;389628:o__UBA6262:order;334102:c__UBA6262:class;334101:p__UBA6262:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
2098:f__Norongarragalinaceae:family	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	38	0.0	0	NA	4	0.0	0	NA	0	NA	1	0.0	1	0.0	9	0.0	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	6	0.0	0	NA	0	NA	0	NA	"2098:f__Norongarragalinaceae:family;2097:o__Norongarragalinales:order;1303:c__Micrarchaeia:class;1302:p__Micrarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
487797:GB_GCA_003644205.1:subspecies	64	0.055	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	5	0.0	12	0.0	10	0.0	6	0.0	8	0.0	7	0.5	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"487797:GB_GCA_003644205.1:subspecies;487796:s__QNBT01 sp003644205:species;366814:g__QNBT01:genus;366813:f__Anaerohalosphaeraceae:family;306591:o__Sedimentisphaerales:order;267643:c__Phycisphaerae:class;260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
487796:s__QNBT01 sp003644205:species	64	0.055	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	16	0.0	5	0.0	12	0.0	10	0.0	6	0.0	8	0.0	7	0.5	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"487796:s__QNBT01 sp003644205:species;366814:g__QNBT01:genus;366813:f__Anaerohalosphaeraceae:family;306591:o__Sedimentisphaerales:order;267643:c__Phycisphaerae:class;260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479556:GB_GCA_019307645.1:subspecies	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	11	0.0	11	0.0	17	0.0	10	0.0	7	0.0	2	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	"479556:GB_GCA_019307645.1:subspecies;479555:s__JAFDJF01 sp019307645:species;479554:g__JAFDJF01:genus;292132:f__Desulfatiglandaceae:family;292131:o__Desulfatiglandales:order;292130:c__DSM-4660:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479555:s__JAFDJF01 sp019307645:species	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	11	0.0	11	0.0	17	0.0	10	0.0	7	0.0	2	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	"479555:s__JAFDJF01 sp019307645:species;479554:g__JAFDJF01:genus;292132:f__Desulfatiglandaceae:family;292131:o__Desulfatiglandales:order;292130:c__DSM-4660:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479554:g__JAFDJF01:genus	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	11	0.0	11	0.0	17	0.0	10	0.0	7	0.0	2	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	"479554:g__JAFDJF01:genus;292132:f__Desulfatiglandaceae:family;292131:o__Desulfatiglandales:order;292130:c__DSM-4660:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
482600:GB_GCA_021162545.1:subspecies	64	0.184	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	7	0.0	8	0.0	11	0.25	12	0.1429	8	0.6667	10	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	1.0	"482600:GB_GCA_021162545.1:subspecies;482599:s__M55B177 sp021162545:species;396858:g__M55B177:genus;316728:f__AB-539-J10:family;316727:o__GIF9:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
482599:s__M55B177 sp021162545:species	64	0.184	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	7	0.0	8	0.0	11	0.25	12	0.1429	8	0.6667	10	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	1.0	"482599:s__M55B177 sp021162545:species;396858:g__M55B177:genus;316728:f__AB-539-J10:family;316727:o__GIF9:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
473106:g__JACVQG01:genus	64	0.151	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	6	0.0	6	1.0	10	0.0	11	0.3333	8	0.0	5	0.0	4	0.0	5	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	3	0.0	"473106:g__JACVQG01:genus;473105:f__JACVQG01:family;458812:o__JACVQG01:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
473105:f__JACVQG01:family	64	0.151	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	6	0.0	6	1.0	10	0.0	11	0.3333	8	0.0	5	0.0	4	0.0	5	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	3	0.0	"473105:f__JACVQG01:family;458812:o__JACVQG01:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
7237:GB_GCA_903828655.1:subspecies	64	0.129	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	6	0.0	44	0.1875	5	0.0	1	0.0	3	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	"7237:GB_GCA_903828655.1:subspecies;7236:s__CAIKMX01 sp903828655:species;7235:g__CAIKMX01:genus;1446:f__GW2011-AR1:family;1445:o__Pacearchaeales:order;864:c__Nanoarchaeia:class;863:p__Nanoarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
7236:s__CAIKMX01 sp903828655:species	64	0.129	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	6	0.0	44	0.1875	5	0.0	1	0.0	3	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	"7236:s__CAIKMX01 sp903828655:species;7235:g__CAIKMX01:genus;1446:f__GW2011-AR1:family;1445:o__Pacearchaeales:order;864:c__Nanoarchaeia:class;863:p__Nanoarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
7235:g__CAIKMX01:genus	64	0.129	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	6	0.0	44	0.1875	5	0.0	1	0.0	3	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	"7235:g__CAIKMX01:genus;1446:f__GW2011-AR1:family;1445:o__Pacearchaeales:order;864:c__Nanoarchaeia:class;863:p__Nanoarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
395321:GB_GCA_018823105.1:subspecies	64	0.111	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	1	0.0	1	0.0	1	0.0	0	NA	1	0.0	28	0.1111	24	0.0	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	1.0	0	NA	0	NA	0	NA	"395321:GB_GCA_018823105.1:subspecies;395320:s__JAGNIJ01 sp018823105:species;395319:g__JAGNIJ01:genus;395318:f__JAGNIJ01:family;312164:o__LD1-PB3_A:order;257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
395320:s__JAGNIJ01 sp018823105:species	64	0.111	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	1	0.0	1	0.0	1	0.0	0	NA	1	0.0	28	0.1111	24	0.0	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	1.0	0	NA	0	NA	0	NA	"395320:s__JAGNIJ01 sp018823105:species;395319:g__JAGNIJ01:genus;395318:f__JAGNIJ01:family;312164:o__LD1-PB3_A:order;257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
396124:GB_GCA_021801605.1:subspecies	64	0.318	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	1	0.0	1	0.0	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	56	0.3636	0	NA	0	NA	0	NA	"396124:GB_GCA_021801605.1:subspecies;396123:s__Fen-1258 sp021801605:species;358587:g__Fen-1258:genus;275484:f__Melioribacteraceae:family;273037:o__Ignavibacteriales:order;273036:c__Ignavibacteria:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
396123:s__Fen-1258 sp021801605:species	64	0.318	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	1	0.0	1	0.0	0	NA	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	56	0.3636	0	NA	0	NA	0	NA	"396123:s__Fen-1258 sp021801605:species;358587:g__Fen-1258:genus;275484:f__Melioribacteraceae:family;273037:o__Ignavibacteriales:order;273036:c__Ignavibacteria:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
450990:RS_GCF_014643375.1:subspecies	64	0.072	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	51	0.0909	2	0.0	0	NA	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	"450990:RS_GCF_014643375.1:subspecies;450989:s__Aureimonas_A glaciei:species;375168:g__Aureimonas_A:genus;161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
450989:s__Aureimonas_A glaciei:species	64	0.072	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	51	0.0909	2	0.0	0	NA	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	"450989:s__Aureimonas_A glaciei:species;375168:g__Aureimonas_A:genus;161315:f__Rhizobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
311303:g__CAIUMM01:genus	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	15	0.0	27	0.0	3	0.0	9	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	1	0.0	5	0.0	"311303:g__CAIUMM01:genus;280411:f__SXON01:family;280410:o__UBA796:order;280409:c__UBA796:class;257763:p__Myxococcota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
298848:GB_GCA_000761475.1:subspecies	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	60	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	"298848:GB_GCA_000761475.1:subspecies;298847:s__Chromohalobacter israelensis:species;298846:g__Chromohalobacter:genus;242499:f__Halomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
298847:s__Chromohalobacter israelensis:species	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	60	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	"298847:s__Chromohalobacter israelensis:species;298846:g__Chromohalobacter:genus;242499:f__Halomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
250529:GB_GCA_003755025.1:subspecies	64	0.074	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	8	0.0	23	0.0909	32	0.0833	0	NA	0	NA	0	NA	0	NA	0	NA	"250529:GB_GCA_003755025.1:subspecies;250506:s__Diaphorobacter nitroreducens:species;250505:g__Diaphorobacter:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
250506:s__Diaphorobacter nitroreducens:species	64	0.074	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	8	0.0	23	0.0909	32	0.0833	0	NA	0	NA	0	NA	0	NA	0	NA	"250506:s__Diaphorobacter nitroreducens:species;250505:g__Diaphorobacter:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
250505:g__Diaphorobacter:genus	64	0.074	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	8	0.0	23	0.0909	32	0.0833	0	NA	0	NA	0	NA	0	NA	0	NA	"250505:g__Diaphorobacter:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
273861:GB_GCA_900113425.1:subspecies	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	62	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"273861:GB_GCA_900113425.1:subspecies;273860:s__Stenotrophomonas maltophilia_P:species;185892:g__Stenotrophomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
273860:s__Stenotrophomonas maltophilia_P:species	64	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	62	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"273860:s__Stenotrophomonas maltophilia_P:species;185892:g__Stenotrophomonas:genus;177470:f__Xanthomonadaceae:family;177469:o__Xanthomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
372911:GB_GCA_014698015.1:subspecies	63	0.0	31	0.0	10	0.0	1	0.0	0	NA	0	NA	2	0.0	2	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	1	0.0	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	2	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"372911:GB_GCA_014698015.1:subspecies;372910:s__Kocuria sp014698015:species;246334:g__Kocuria:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
372910:s__Kocuria sp014698015:species	63	0.0	31	0.0	10	0.0	1	0.0	0	NA	0	NA	2	0.0	2	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	1	0.0	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	2	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"372910:s__Kocuria sp014698015:species;246334:g__Kocuria:genus;187121:f__Micrococcaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
409215:RS_GCF_022829725.1:subspecies	63	0.0	29	0.0	0	NA	0	NA	1	0.0	1	0.0	6	0.0	3	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	3	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	1	0.0	6	0.0	2	0.0	0	NA	2	0.0	0	NA	1	0.0	"409215:RS_GCF_022829725.1:subspecies;409214:s__Methylobacterium sp022829725:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
409214:s__Methylobacterium sp022829725:species	63	0.0	29	0.0	0	NA	0	NA	1	0.0	1	0.0	6	0.0	3	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	3	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	1	0.0	6	0.0	2	0.0	0	NA	2	0.0	0	NA	1	0.0	"409214:s__Methylobacterium sp022829725:species;251232:g__Methylobacterium:genus;251231:f__Beijerinckiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
300599:RS_GCF_003293595.1:subspecies	63	0.0	5	0.0	0	NA	0	NA	1	0.0	0	NA	9	0.0	2	0.0	2	0.0	0	NA	0	NA	1	0.0	2	0.0	11	0.0	2	0.0	2	0.0	2	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	9	0.0	3	0.0	1	0.0	0	NA	1	0.0	1	0.0	2	0.0	"300599:RS_GCF_003293595.1:subspecies;300598:s__Microbacterium sp003293595:species;260237:g__Microbacterium:genus;219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
300598:s__Microbacterium sp003293595:species	63	0.0	5	0.0	0	NA	0	NA	1	0.0	0	NA	9	0.0	2	0.0	2	0.0	0	NA	0	NA	1	0.0	2	0.0	11	0.0	2	0.0	2	0.0	2	0.0	5	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	9	0.0	3	0.0	1	0.0	0	NA	1	0.0	1	0.0	2	0.0	"300598:s__Microbacterium sp003293595:species;260237:g__Microbacterium:genus;219704:f__Microbacteriaceae:family;171647:o__Actinomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
514085:GB_GCA_021813195.1:subspecies	63	0.036	3	0.0	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	1	0.0	1	0.0	0	NA	2	0.0	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	4	0.0	9	0.25	9	0.0	14	0.0	1	0.0	0	NA	1	0.0	2	0.0	4	0.0	0	NA	0	NA	1	0.0	2	0.0	4	0.0	"514085:GB_GCA_021813195.1:subspecies;514084:s__Hyphomicrobium_C sp021813195:species;351413:g__Hyphomicrobium_C:genus;308738:f__Hyphomicrobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
514084:s__Hyphomicrobium_C sp021813195:species	63	0.036	3	0.0	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	1	0.0	1	0.0	0	NA	2	0.0	0	NA	0	NA	1	0.0	0	NA	1	0.0	1	0.0	4	0.0	9	0.25	9	0.0	14	0.0	1	0.0	0	NA	1	0.0	2	0.0	4	0.0	0	NA	0	NA	1	0.0	2	0.0	4	0.0	"514084:s__Hyphomicrobium_C sp021813195:species;351413:g__Hyphomicrobium_C:genus;308738:f__Hyphomicrobiaceae:family;161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
246461:RS_GCF_900111895.1:subspecies	63	0.016	3	0.0	1	0.0	0	NA	0	NA	1	0.0	1	0.0	4	0.0	32	0.0	0	NA	0	NA	3	0.0	0	NA	1	0.0	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	1.0	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	9	0.0	"246461:RS_GCF_900111895.1:subspecies;246455:s__Pseudomonas_E simiae:species;154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
246455:s__Pseudomonas_E simiae:species	63	0.016	3	0.0	1	0.0	0	NA	0	NA	1	0.0	1	0.0	4	0.0	32	0.0	0	NA	0	NA	3	0.0	0	NA	1	0.0	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	1.0	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	9	0.0	"246455:s__Pseudomonas_E simiae:species;154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
427463:RS_GCF_016107325.1:subspecies	63	0.0	3	0.0	0	NA	1	0.0	2	0.0	1	0.0	2	0.0	2	0.0	5	0.0	0	NA	6	0.0	0	NA	1	0.0	4	0.0	3	0.0	3	0.0	1	0.0	1	0.0	3	0.0	2	0.0	0	NA	2	0.0	1	0.0	0	NA	2	0.0	5	0.0	5	0.0	2	0.0	1	0.0	0	NA	5	0.0	0	NA	"427463:RS_GCF_016107325.1:subspecies;427462:s__Sphingomonas sp016107325:species;223509:g__Sphingomonas:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
